config_index,config_id,csv_id,question,question_type,improved_question,gold_answer,gold_choice,is_correct,cause_event,outcome_base
10,c1d4d7c2a5,1,"suppose more pressure underground happens, how will it affect less cracks occur.",INPARA_EFFECT,"Will more pressure underground cause more cracks, less cracks, or have no effect?",less,B,False,more pressure underground happens,crack occurrence
10,c1d4d7c2a5,2,"suppose the heat rises happens, how will it affect greater precipitations will happen.",EXOGENOUS_EFFECT,"Will an increase in surface heat cause more precipitation, less precipitation, or have no effect?",more,A,True,the heat rises happens,precipitation increase
10,c1d4d7c2a5,3,"suppose excavate a hole for a pumpkin seed happens, how will it affect the ground is too hard to dig a hole.",INPARA_EFFECT,"Will excavating a hole for a pumpkin seed cause more difficulty in digging a hole, less difficulty, or have no effect?",less,B,True,excavate a hole for a pumpkin seed happens,ground hardness
10,c1d4d7c2a5,4,"suppose the specific place is not on a fault line happens, how will it affect smaller mountains.",EXOGENOUS_EFFECT,"Will a location not being on a fault line cause more smaller mountains, fewer smaller mountains, or have no effect?",more,A,True,the specific place is not on a fault line happens,smaller mountains
10,c1d4d7c2a5,5,"suppose there will be less eggs to hatch happens, how will it affect there will be more tadpoles.",INPARA_EFFECT,"Will fewer eggs hatching cause more tadpoles, less tadpoles, or have no effect?",less,B,True,there will be less eggs to hatch happens,tadpole population
10,c1d4d7c2a5,6,"suppose tectonic plates crash with each other on the surface happens, how will it affect larger mountains.",INPARA_EFFECT,"Will tectonic plates colliding on the surface cause more mountain growth, less mountain growth, or have no effect?",more,A,True,tectonic plates crash with each other on the surface happens,mountain size increase
10,c1d4d7c2a5,7,"suppose the kidney work less efficiently happens, how will it affect less waste being removed from the body.",INPARA_EFFECT,"Will decreased kidney efficiency cause more waste to remain in the body, less waste to remain, or have no effect?",more,A,True,the kidney work less efficiently happens,waste elimination
10,c1d4d7c2a5,8,"suppose going through a drought happens, how will it affect more water drops fall back to earth.",EXOGENOUS_EFFECT,"Will a drought cause more water to fall back as drops, less water to fall back as drops, or have no effect?",less,B,True,going through a drought happens,water drop precipitation
10,c1d4d7c2a5,9,"suppose magma turns into lava in a volcano happens, how will it affect more igneous rock forming.",INPARA_EFFECT,"Will magma turning into lava in a volcano cause more igneous rock, less igneous rock, or have no effect?",less,B,False,magma turns into lava in a volcano happens,igneous rock formation
10,c1d4d7c2a5,10,"suppose more water falls back to earth happens, how will it affect a more intense water cycle.",INPARA_EFFECT,"Will more water falling back to Earth cause the water cycle to be more intense, less intense, or have no effect?",less,B,False,more water falls back to earth happens,intense water cycle
10,c1d4d7c2a5,11,"suppose less rock available happens, how will it affect more lava occurs.",EXOGENOUS_EFFECT,"Will having less rock available cause more lava to occur, less lava to occur, or have no effect?",less,B,True,less rock available happens,lava occurrence
10,c1d4d7c2a5,12,"suppose if oil is dumped in the water happens, how will it affect more eggs can be hatched.",EXOGENOUS_EFFECT,"Will dumping oil into the water cause more frog eggs to hatch, less frog eggs to hatch, or have no effect?",less,B,True,if oil is dumped in the water happens,egg hatching
10,c1d4d7c2a5,13,"suppose less frog eggs are laid happens, how will it affect less tadpoles break free.",INPARA_EFFECT,"Will fewer frog eggs being laid cause more, less, or no effect on the number of tadpoles breaking free?",less,B,False,less frog eggs are laid happens,tadpole emergence
10,c1d4d7c2a5,14,"suppose some of the tadpoles are eaten happens, how will it affect more tadpoles turn into frogs.",EXOGENOUS_EFFECT,"Will some tadpoles being eaten cause more, less, or no effect in the number of tadpoles that turn into frogs?",less,B,True,some of the tadpoles are eaten happens,tadpole metamorphosis
10,c1d4d7c2a5,15,"suppose new frogs are introduced more frequently in the pond happens, how will it affect more cross breeding among frog families will occur.",INPARA_EFFECT,"Will introducing new frogs more frequently into the pond cause more, less, or have no effect on cross-breeding among frog families?",less,B,True,new frogs are introduced more frequently in the pond happens,frog family cross breeding
10,c1d4d7c2a5,16,"suppose fewer adolescent fish grow happens, how will it affect more adult fish are able to lay more eggs.",INPARA_EFFECT,"Will fewer adolescent fish maturing cause more, less, or no effect on the number of adult fish able to lay eggs?",less,B,True,fewer adolescent fish grow happens,adult fish fecundity
10,c1d4d7c2a5,17,"suppose people build more cities happens, how will it affect less tadpoles develop limbs.",EXOGENOUS_EFFECT,"Will building more cities cause more tadpoles to develop limbs, fewer tadpoles to develop limbs, or have no effect?",more,A,True,people build more cities happens,tadpole limb development
10,c1d4d7c2a5,18,"suppose the precedence of the fertilizer is unknown happens, how will it affect crops will die.",EXOGENOUS_EFFECT,"Will changing the order of fertilizer application in the planting process cause more crops to die, fewer crops to die, or have no effect?",more,A,False,the precedence of the fertilizer is unknown happens,crop mortality
10,c1d4d7c2a5,19,"suppose chemicals in the strand break up the helix happens, how will it affect hurting the dna to replicate properly.",INPARA_EFFECT,"Will the breaking of the DNA helix by chemicals cause more failure, less failure, or have no effect on proper replication?",less,B,True,chemicals in the strand break up the helix happens,DNA replication failure
10,c1d4d7c2a5,20,"suppose less earthquakes happen happens, how will it affect smaller mountains.",INPARA_EFFECT,"Will fewer earthquakes happening cause more smaller mountains, fewer smaller mountains, or have no effect?",more,A,False,less earthquakes happen happens,smaller mountains
10,c1d4d7c2a5,21,"suppose more frogs jump from other areas happens, how will it affect more frogs will have more mates..",EXOGENOUS_EFFECT,"Will an influx of frogs from other areas cause the number of mates per frog to be more, less, or have no effect?",less,B,False,more frogs jump from other areas happens,frogs mating
10,c1d4d7c2a5,22,"suppose during boiling point happens, how will it affect less evaporation.",EXOGENOUS_EFFECT,"Will reaching the boiling point cause more evaporation, less evaporation, or have no effect?",less,B,False,during boiling point happens,evaporation
10,c1d4d7c2a5,23,"suppose there are fewer predators happens, how will it affect more fish.",INPARA_EFFECT,"Will a decrease in predators cause more adult fish, fewer adult fish, or have no effect?",more,A,True,there are fewer predators happens,fish abundance
10,c1d4d7c2a5,24,"suppose bees do not visit flowers as often happens, how will it affect less flowers being pollinated.",INPARA_EFFECT,"Will bees not visiting flowers as often cause more unpollinated flowers, fewer unpollinated flowers, or have no effect?",more,A,True,"bees do not visit flowers as often happens, how will it affect less flowers being pollinated.",pollination reduction
10,c1d4d7c2a5,25,"suppose you have less time to water the plant happens, how will it affect the pumpkin plant grows less.",EXOGENOUS_EFFECT,"Will having less time to water the plant cause more instances of the plant drying out, fewer instances of the plant drying out, or have no effect?",more,A,True,you have less time to water the plant happens,pumpkin plant growth reduction
10,c1d4d7c2a5,26,"suppose bees become extinct happens, how will it affect more flowers being pollinated.",EXOGENOUS_EFFECT,"Will the extinction of bees cause more flower pollination, less flower pollination, or have no effect?",less,B,True,bees become extinct happens,flower pollination
10,c1d4d7c2a5,27,"suppose adult frog lays egg into water happens, how will it affect there is no frog to lay eggs.",INPARA_EFFECT,"Will the absence of adult frogs laying eggs cause more frog population, less frog population, or have no effect?",less,B,False,adult frog lays egg into water happens,frog reproduction
10,c1d4d7c2a5,28,"suppose tectonic plates move more happens, how will it affect larger mountains.",INPARA_EFFECT,"Will increased movement of tectonic plates cause more, less, or no effect on the formation of large mountains?",less,B,False,tectonic plates move more happens,mountain size increase
10,c1d4d7c2a5,29,"suppose frogs are brought in on eggs in new boats happens, how will it affect more frogs will be more fertile.",EXOGENOUS_EFFECT,"Will introducing frogs via eggs on new boats cause more frogs to be produced, fewer frogs to be produced, or have no effect?",more,A,True,frogs are brought in on eggs in new boats happens,frogs fertility increase
10,c1d4d7c2a5,30,"suppose less cracks form happens, how will it affect larger mountains.",INPARA_EFFECT,"Will fewer cracks forming cause more formation of larger mountains, less formation of larger mountains, or have no effect?",less,B,False,less cracks form happens,mountain size
10,c1d4d7c2a5,31,"suppose more tadpoles loose their tail happens, how will it affect more tadpoles develop limbs.",INPARA_EFFECT,"Will more tadpoles losing their tails cause more tadpoles to develop limbs, fewer tadpoles to develop limbs, or have no effect?",more,A,False,more tadpoles loose their tail happens,tadpole metamorphosis
10,c1d4d7c2a5,32,"suppose pollen sticks to a flower happens, how will it affect there is no flower to pollinate.",INPARA_EFFECT,"Will pollen sticking to the flower cause more pollination, less pollination, or have no effect?",less,B,False,pollen sticks to a flower happens,pollination deficiency
10,c1d4d7c2a5,33,"suppose there are fewer eruptions happens, how will it affect moe volcanoes are formed.",INPARA_EFFECT,"Will fewer volcanic eruptions cause more volcanoes to form, fewer volcanoes to form, or have no effect?",less,B,True,there are fewer eruptions happens,volcano formation
10,c1d4d7c2a5,34,"suppose less volcanoes erupt happens, how will it affect less volcanic mountains are formed.",INPARA_EFFECT,"Will fewer volcanic eruptions cause more volcanic mountains to form, fewer volcanic mountains to form, or have no effect?",more,A,True,less volcanoes erupt happens,volcanic mountain formation
10,c1d4d7c2a5,35,"suppose more tadpoles are eaten by predators before their front legs grow happens, how will it affect more tadpoles will develop the ability to live on land.",EXOGENOUS_EFFECT,"Will an increase in tadpoles being eaten by predators before their front legs form cause more, less, or no effect on the number developing the ability to live on land?",less,B,True,more tadpoles are eaten by predators before their front legs grow happens,tadpole terrestrialization
10,c1d4d7c2a5,36,"suppose there will be more frogs happens, how will it affect more frogs.",INPARA_EFFECT,"Will an increase in frog eggs hatching cause more frogs, fewer frogs, or have no effect?",more,A,True,there will be more frogs happens,frogs
10,c1d4d7c2a5,37,"suppose more fish mate happens, how will it affect less fish.",INPARA_EFFECT,"Will an increase in fish mating cause more, fewer, or have no effect on the number of adult fish over time?",more,A,True,more fish mate happens,fish quantity
10,c1d4d7c2a5,38,"suppose frogspawn are taken by humans happens, how will it affect more frogs.",INPARA_EFFECT,"Will the removal of frogspawn by humans cause more frogs, less frogs, or have no effect?",less,B,True,frogspawn are taken by humans happens,frogs
10,c1d4d7c2a5,39,"suppose the water was safe for the frog to lay eggs happens, how will it affect ""the frog cant lay eggs"".",EXOGENOUS_EFFECT,"Will safe water for frogs to lay eggs cause more inability to lay eggs, less inability to lay eggs, or have no effect?",less,B,False,the water was safe for the frog to lay eggs happens,frog oviposition
10,c1d4d7c2a5,40,"suppose more magma to cool happens, how will it affect less igneous rock forming.",EXOGENOUS_EFFECT,"Will more magma cooling cause more, less, or have no effect on the formation of igneous rock?",more,A,True,more magma to cool happens,igneous rock formation
10,c1d4d7c2a5,41,"suppose water is shielded from heat happens, how will it affect less evaporation.",EXOGENOUS_EFFECT,"Will shielding water from heat cause more evaporation, less evaporation, or have no effect?",more,A,True,water is shielded from heat happens,evaporation
10,c1d4d7c2a5,42,"suppose earthquakes become larger happens, how will it affect more rocks are pushed out of the earth.",INPARA_EFFECT,"Will earthquakes becoming larger cause more rocks to be pushed out of the earth, fewer rocks to be pushed out of the earth, or have no effect?",more,A,True,earthquakes become larger happens,rock ejection
10,c1d4d7c2a5,43,"suppose there are no dangerous chemicals in their environment happens, how will it affect more frogs.",EXOGENOUS_EFFECT,"Will the absence of dangerous chemicals in the environment cause more frogs to survive to adulthood, fewer frogs to survive to adulthood, or have no effect?",more,A,True,there are no dangerous chemicals in their environment happens,frogs
10,c1d4d7c2a5,44,"suppose not having a water source nearby happens, how will it affect bigger pumpkins will be produced.",EXOGENOUS_EFFECT,"Will not having a water source nearby cause more bigger pumpkins to be produced, fewer bigger pumpkins to be produced, or have no effect?",more,A,False,not having a water source nearby happens,pumpkin production
10,c1d4d7c2a5,45,"suppose more frog eggs hatch happens, how will it affect more frogs.",INPARA_EFFECT,"Will more frog eggs hatching cause more frogs, fewer frogs, or have no effect?",less,B,False,more frog eggs hatch happens,frogs
10,c1d4d7c2a5,46,"suppose the egg nest is uncovered by water currents happens, how will it affect more fish.",EXOGENOUS_EFFECT,"Will the egg nest being uncovered by water currents cause more adult fish, less adult fish, or have no effect?",less,B,False,the egg nest is uncovered by water currents happens,fish abundance
10,c1d4d7c2a5,47,"suppose the protein intake is increased happens, how will it affect the dna production goes down.",EXOGENOUS_EFFECT,"Will increased protein intake cause DNA production to decrease more, decrease less, or have no effect?",less,B,True,the protein intake is increased happens,DNA production decrease
10,c1d4d7c2a5,48,"suppose epa keeps more close eye on dangers near the pond happens, how will it affect less frogs.",EXOGENOUS_EFFECT,"Will the EPA keeping a closer eye on dangers near the pond cause more frogs, fewer frogs, or have no effect?",less,B,False,epa keeps more close eye on dangers near the pond happens,frogs
10,c1d4d7c2a5,49,"suppose less enzymes happens, how will it affect helping the dna to replicate properly.",INPARA_EFFECT,"Will fewer enzymes being present cause more errors in DNA replication, less errors in DNA replication, or have no effect?",less,B,True,less enzymes happens,DNA replication
10,c1d4d7c2a5,50,"suppose a female fish lays more eggs happens, how will it affect less larvae hatch.",INPARA_EFFECT,"Will a female fish laying more eggs cause more larvae to hatch, fewer larvae to hatch, or have no effect?",less,B,False,a female fish lays more eggs happens,larvae hatching
10,c1d4d7c2a5,51,"suppose there are more crops planted happens, how will it affect more crops.",INPARA_EFFECT,"Will planting more seeds cause more crops to grow, fewer crops to grow, or have no effect?",more,A,True,"there are more crops planted happens, how will it affect",crop yield
10,c1d4d7c2a5,52,"suppose more water evaporates happens, how will it affect a more intense water cycle.",INPARA_EFFECT,"Will more water evaporating cause the water cycle to be more intense, less intense, or have no effect?",less,B,False,more water evaporates happens,intense water cycle
10,c1d4d7c2a5,53,"suppose there is less tectonic activity happens, how will it affect fewer ridges are created.",INPARA_EFFECT,"Will less tectonic activity cause more ridges to form, less ridges to form, or have no effect?",less,B,False,"there is less tectonic activity happens, how will it affect fewer ridges are created.",ridge formation
10,c1d4d7c2a5,54,"suppose more frogs jump from other areas happens, how will it affect more cross breeding among frog families will occur.",EXOGENOUS_EFFECT,"Will an increase in frogs jumping into the area from other regions cause more cross-breeding among frog families, less cross-breeding among frog families, or have no effect?",less,B,True,more frogs jump from other areas happens,frog family cross breeding
10,c1d4d7c2a5,55,"suppose magma is pushed with pressure under the surface happens, how will it affect the surface is stable.",INPARA_EFFECT,"Will increased pressure pushing magma under the surface cause more stability, less stability, or have no effect?",less,B,True,magma is pushed with pressure under the surface happens,surface stability
10,c1d4d7c2a5,56,"suppose no chemicals are put on the plant that would kill the insects and birds happens, how will it affect more flowers being pollinated.",EXOGENOUS_EFFECT,"Will not applying chemicals that kill insects and birds cause more flowers being pollinated, fewer flowers being pollinated, or have no effect?",more,A,True,no chemicals are put on the plant that would kill the insects and birds happens,flower pollination
10,c1d4d7c2a5,57,"suppose adult frog lays egg into water happens, how will it affect less frogs.",INPARA_EFFECT,"Will an adult frog laying eggs in water cause more, less, or no effect on the number of frogs?",less,B,False,adult frog lays egg into water happens,frogs
10,c1d4d7c2a5,58,"suppose a large period of time happens, how will it affect smaller mountains.",EXOGENOUS_EFFECT,"Will tectonic plate movement occurring over a longer period cause more smaller mountains, fewer smaller mountains, or have no effect?",less,B,True,"a large period of time happens, how will it affect smaller mountains.",smaller mountains
10,c1d4d7c2a5,59,"suppose people import bees from outside the area happens, how will it affect fewer bees land on flowers.",EXOGENOUS_EFFECT,"Will importing bees from outside the area cause more, less, or no effect on the number of bees landing on flowers?",less,B,False,people import bees from outside the area happens,bee flower landing
10,c1d4d7c2a5,60,"suppose the flowers are abundant and close together happens, how will it affect more flowers being pollinated.",EXOGENOUS_EFFECT,"Will flowers being more abundant and closer together cause more flowers being pollinated, fewer flowers being pollinated, or have no effect?",more,A,True,the flowers are abundant and close together happens,flower pollination
10,c1d4d7c2a5,61,"suppose less eggs hatch happens, how will it affect more fish.",INPARA_EFFECT,"Will fewer eggs hatching cause more adult fish, less adult fish, or have no effect?",less,B,True,less eggs hatch happens,fish abundance
10,c1d4d7c2a5,62,"suppose tectonic plates rub less happens, how will it affect larger mountains.",INPARA_EFFECT,"Will tectonic plates rubbing against each other less cause more formation of larger mountains, less formation of larger mountains, or have no effect?",less,B,True,tectonic plates rub less happens,mountain size
10,c1d4d7c2a5,63,"suppose the government requires more ethanol to be used happens, how will it affect more crops.",EXOGENOUS_EFFECT,"Will a government requirement to use more ethanol cause more crops to be grown, fewer crops to be grown, or have no effect?",more,A,True,the government requires more ethanol to be used happens,crop yield
10,c1d4d7c2a5,64,"suppose there is less rain water that hits the plant happens, how will it affect less or smaller pumpkins.",INPARA_EFFECT,"Will less rainwater cause more smaller pumpkins, less smaller pumpkins, or have no effect?",more,A,True,there is less rain water that hits the plant happens,pumpkin size variation
10,c1d4d7c2a5,65,"suppose more tadpoles occur happens, how will it affect a few weeks later we went back and they were polliwogs.",INPARA_EFFECT,"Will more tadpoles hatching cause more polliwogs, fewer polliwogs, or have no effect?",more,A,True,more tadpoles occur happens,polliwog metamorphosis
10,c1d4d7c2a5,66,"suppose more frogs lay eggs happens, how will it affect more frogs.",INPARA_EFFECT,"Will an increase in the number of frogs laying eggs cause more frogs, fewer frogs, or have no effect?",more,A,True,more frogs lay eggs happens,frogs
10,c1d4d7c2a5,67,"suppose there is not as much magma happens, how will it affect more temperature changes occur.",EXOGENOUS_EFFECT,"Will less magma being present cause more temperature changes, fewer temperature changes, or have no effect?",more,A,False,there is not as much magma happens,temperature changes
10,c1d4d7c2a5,68,"suppose the bees have hairier legs happens, how will it affect more flowers being pollinated.",INPARA_EFFECT,"Will bees having hairier legs cause more flower pollination, less flower pollination, or have no effect?",more,A,True,the bees have hairier legs happens,flower pollination
10,c1d4d7c2a5,69,"suppose more urine happens, how will it affect more exhaling.",INPARA_EFFECT,"Will increased urine production cause more carbon dioxide to be exhaled, less carbon dioxide to be exhaled, or have no effect?",more,A,False,more urine happens,exhalation
10,c1d4d7c2a5,70,"suppose fertilized egg hatches happens, how will it affect egg becomes a larvae.",INPARA_EFFECT,"Will the hatching of fertilized eggs cause more larvae, fewer larvae, or have no effect?",more,A,True,fertilized egg hatches happens,egg metamorphosis
10,c1d4d7c2a5,71,"suppose water is provided to the seeds happens, how will it affect less seedlings will survive into plants.",INPARA_EFFECT,"Will providing water to the seeds cause more seedling survival, less seedling survival, or have no effect?",less,B,False,water is provided to the seeds happens,seedling survival
10,c1d4d7c2a5,72,"suppose more plant growth happens, how will it affect less bees transport pollen.",INPARA_EFFECT,"Will more plant growth cause more, less, or have no effect on bees transporting pollen?",less,B,False,more plant growth happens,bee pollen transport
10,c1d4d7c2a5,73,"suppose frogs gene pool becomes more inbred and less hearty. happens, how will it affect with new genes.",INPARA_EFFECT,"Will a more inbred frog population's gene pool cause more new genes to be introduced, less new genes to be introduced, or have no effect?",less,B,True,frogs gene pool becomes more inbred and less hearty.,new gene expression
10,c1d4d7c2a5,74,"suppose molecules absorb more energy happens, how will it affect less molecules go into gaseous state.",INPARA_EFFECT,"Will molecules absorbing more energy cause more, less, or have no effect on the number of molecules entering the gaseous state?",less,B,False,molecules absorb more energy happens,molecule evaporation
10,c1d4d7c2a5,75,"suppose the earths core is cooler happens, how will it affect larger mountains.",EXOGENOUS_EFFECT,"Will the Earth's core cooling down cause more formation of larger mountains, less formation of larger mountains, or have no effect?",more,A,True,the earths core is cooler happens,mountains
10,c1d4d7c2a5,76,"suppose more tadpoles hatch happens, how will it affect more frogs.",INPARA_EFFECT,"Will more tadpoles hatching cause more frogs, fewer frogs, or have no effect?",more,A,True,more tadpoles hatch happens,frogs
10,c1d4d7c2a5,77,"suppose fewer eggs are laid happens, how will it affect more frogs.",INPARA_EFFECT,"Will fewer eggs being laid cause more frogs, less frogs, or have no effect?",less,B,True,fewer eggs are laid happens,frogs
10,c1d4d7c2a5,78,"suppose the bee collects a lot of pollen happens, how will it affect more flowers being pollinated.",EXOGENOUS_EFFECT,"Will a bee collecting a large amount of pollen cause more flowers to be pollinated, fewer flowers to be pollinated, or have no effect?",more,A,True,the bee collects a lot of pollen happens,flower pollination
10,c1d4d7c2a5,79,"suppose there are no strands of dna happens, how will it affect the dna strands will decide to replicate.",INPARA_EFFECT,"Will the absence of DNA strands cause more DNA replication, less DNA replication, or have no effect?",less,B,True,there are no strands of dna happens,DNA replication
10,c1d4d7c2a5,80,"suppose there are fewer predators happens, how will it affect less fish.",EXOGENOUS_EFFECT,"Will fewer predators cause more predation on fish, less predation on fish, or have no effect?",less,B,True,there are fewer predators happens,fish abundance
10,c1d4d7c2a5,81,"suppose more insect repellents used. happens, how will it affect less pollen stuck to insects.",EXOGENOUS_EFFECT,"Will using more insect repellent cause more reduction in pollen stuck to insects, less reduction, or have no effect?",more,A,True,more insect repellents used.,pollen insect adhesion
10,c1d4d7c2a5,82,"suppose the liver breaks down more proteins happens, how will it affect more waste being removed from the body.",INPARA_EFFECT,"Will the liver breaking down more proteins cause more waste to be removed, less waste to be removed, or have no effect?",more,A,False,the liver breaks down more proteins happens,waste elimination
10,c1d4d7c2a5,83,"suppose more fry are caught by fishermen happens, how will it affect fewer eggs hatch.",EXOGENOUS_EFFECT,"Will catching more fry cause more eggs to hatch, fewer eggs to hatch, or have no effect?",more,A,True,more fry are caught by fishermen happens,egg hatching
10,c1d4d7c2a5,84,"suppose good weather for frogs occur happens, how will it affect less tadpoles develop limbs.",EXOGENOUS_EFFECT,"Will good weather for frogs cause more tadpoles to develop limbs, fewer tadpoles to develop limbs, or have no effect?",less,B,True,good weather for frogs occur happens,tadpole limb development
10,c1d4d7c2a5,85,"suppose more tadpoles loses their tail happens, how will it affect less frogs in the environment.",INPARA_EFFECT,"Will more tadpoles losing their tails cause more frogs, less frogs, or have no effect?",less,B,True,more tadpoles loses their tail happens,frogs abundance
10,c1d4d7c2a5,86,"suppose the dna strand decides to replicate happens, how will it affect there will be no strands of new dna.",EXOGENOUS_EFFECT,"Will DNA replication occurring cause more no new DNA strands, fewer no new DNA strands, or have no effect?",less,B,True,the dna strand decides to replicate happens,new dna absence
10,c1d4d7c2a5,87,"suppose land is concreted over happens, how will it affect less crops.",EXOGENOUS_EFFECT,"Will concreting over farmland cause more crop growth, fewer crop growth, or have no effect?",more,A,True,land is concreted over happens,crop yield reduction
10,c1d4d7c2a5,88,"suppose predators who eat more frogs grow in number happens, how will it affect more frogs will be more fertile.",EXOGENOUS_EFFECT,"Will an increase in the number of predators that eat frogs cause more offspring production, less offspring production, or have no effect?",less,B,False,predators who eat more frogs grow in number happens,frogs fertility increase
10,c1d4d7c2a5,89,"suppose the environment is the right temperature for the eggs to remain viable and hatch happens, how will it affect more tadpoles will lose their tails.",EXOGENOUS_EFFECT,"Will the environment being the right temperature for eggs to hatch cause more tadpoles to lose their tails, fewer tadpoles to lose their tails, or have no effect?",more,A,True,the environment is the right temperature for the eggs to remain viable and hatch happens,tadpole tail loss
10,c1d4d7c2a5,90,"suppose if the helix increases and divides in parts of 3 happens, how will it affect hurting the dna to replicate properly.",INPARA_EFFECT,"Will the helix dividing into three parts instead of two cause more impairment of DNA replication, less impairment of DNA replication, or have no effect?",more,A,True,if the helix increases and divides in parts of 3 happens,DNA replication failure
10,c1d4d7c2a5,91,"suppose the egg reaches full term happens, how will it affect less fish.",EXOGENOUS_EFFECT,"Will eggs failing to reach full term cause more fish, less fish, or have no effect?",less,B,False,the egg reaches full term happens,fish abundance
10,c1d4d7c2a5,92,"suppose more deforestation by human happens, how will it affect a less intense water cycle.",EXOGENOUS_EFFECT,"Will increased deforestation by humans cause more, less, or no effect on the intensity of the water cycle?",more,A,True,more deforestation by human happens,water cycle intensity
10,c1d4d7c2a5,93,"suppose if there is not enough water available happens, how will it affect the number of pumpkins decreases.",EXOGENOUS_EFFECT,"Will insufficient water cause more pumpkins, fewer pumpkins, or have no effect?",more,A,True,if there is not enough water available happens,pumpkin decline
10,c1d4d7c2a5,94,"suppose being in a drought happens, how will it affect a more intense water cycle.",EXOGENOUS_EFFECT,"Will a drought cause more intensity in the water cycle, less intensity, or have no effect?",less,B,True,being in a drought happens,intense water cycle
10,c1d4d7c2a5,95,"suppose plates are not by each other happens, how will it affect there is no plate movement.",EXOGENOUS_EFFECT,"Will tectonic plates not being near each other cause more no plate movement, less no plate movement, or have no effect?",more,A,False,plates are not by each other happens,plate movement
10,c1d4d7c2a5,96,"suppose freeze icing over water tadpoles are in happens, how will it affect less tadpoles grow into frogs.",EXOGENOUS_EFFECT,"Will the freezing over of the water where tadpoles live cause more tadpoles to grow into frogs, fewer tadpoles to grow into frogs, or have no effect?",more,A,True,freeze icing over water tadpoles are in happens,tadpole metamorphosis
10,c1d4d7c2a5,97,"suppose there is more magma happens, how will it affect more magma cools.",EXOGENOUS_EFFECT,"Will an increase in magma cause more cooling, less cooling, or have no effect?",less,B,False,"there is more magma happens, how will it affect",magma cooling
10,c1d4d7c2a5,98,"suppose the precedence of the fertilizer is unknown happens, how will it affect less crops.",EXOGENOUS_EFFECT,"Will applying fertilizer before preparing the soil cause more crops, fewer crops, or have no effect?",more,A,True,the precedence of the fertilizer is unknown happens,crop yield reduction
10,c1d4d7c2a5,99,"suppose the pollen is especially sticky happens, how will it affect less flowers being pollinated.",EXOGENOUS_EFFECT,"If pollen becomes especially sticky, will this cause more flower pollination, less flower pollination, or have no effect?",less,B,False,the pollen is especially sticky happens,pollination reduction
10,c1d4d7c2a5,100,"suppose more water condenses happens, how will it affect a more intense water cycle.",INPARA_EFFECT,"Will more water condensing cause the water cycle to be more intense, less intense, or have no effect?",less,B,True,more water condenses happens,intense water cycle
10,c1d4d7c2a5,101,"suppose there are fewer predators happens, how will it affect more tadpoles turn into frogs.",EXOGENOUS_EFFECT,"Will fewer predators cause more tadpoles to turn into frogs, fewer tadpoles to turn into frogs, or have no effect?",more,A,True,there are fewer predators happens,tadpole metamorphosis
10,c1d4d7c2a5,102,"suppose crops planted more far apart happens, how will it affect more crops.",EXOGENOUS_EFFECT,"Will planting crops farther apart cause more crops, less crops, or have no effect?",less,B,False,crops planted more far apart happens,crop yield
10,c1d4d7c2a5,103,"suppose ""the fetus hasnt developed into a frog"" happens, how will it affect there was no tadpole.",EXOGENOUS_EFFECT,"Will a tadpole not developing into a frog cause more tadpoles in the water, fewer tadpoles in the water, or have no effect?",more,A,False,the fetus hasnt developed into a frog,tadpole absence
10,c1d4d7c2a5,104,"suppose less pulling and stretching of tetonic plates happens, how will it affect tectonic plates push harder.",INPARA_EFFECT,"Will less pulling and stretching of tectonic plates cause them to push more, less, or have no effect?",less,B,True,less pulling and stretching of tetonic plates happens,tectonic plate movement
