config_index,config_id,csv_id,question,question_type,improved_question,gold_answer,gold_choice,is_correct,cause_event,outcome_base
10,c1d4d7c2a5,105,"suppose an irriagation system is set up happens, how will it affect ""crop isnt watered properly"".",INPARA_EFFECT,"Will setting up an irrigation system cause more improper watering of crops, less improper watering of crops, or have no effect?",less,B,True,an irriagation system is set up happens,crop watering deficiency
10,c1d4d7c2a5,106,"suppose chemicals in the strand break up the helix happens, how will it affect helping the dna to replicate properly.",INPARA_EFFECT,"Will chemicals in the strand breaking up the helix cause more proper DNA replication, less proper DNA replication, or have no effect?",more,A,False,chemicals in the strand break up the helix happens,DNA replication
10,c1d4d7c2a5,107,"suppose the irrigation system is kept in good condition happens, how will it affect plants are watered properly.",EXOGENOUS_EFFECT,"Will keeping the irrigation system in good condition cause more proper watering of the plants, less proper watering of the plants, or have no effect?",more,A,True,the irrigation system is kept in good condition happens,plant watering
10,c1d4d7c2a5,108,"suppose less food available happens, how will it affect less flowers being pollinated.",EXOGENOUS_EFFECT,"Will a decrease in available food cause more, less, or no effect on the number of flowers pollinated?",more,A,True,less food available happens,flower pollination
10,c1d4d7c2a5,109,"suppose a earthquake happened on the earth happens, how will it affect the surface is stable.",EXOGENOUS_EFFECT,"Will an earthquake occurring at tectonic plate boundaries cause the surface to be more stable, less stable, or have no effect?",less,B,True,"a earthquake happened on the earth happens, how will it affect",surface stability
10,c1d4d7c2a5,110,"suppose more stability in inner earth happens, how will it affect makes smaller mountains.",EXOGENOUS_EFFECT,"Will more stability in the Earth's interior cause more smaller mountains, fewer smaller mountains, or have no effect?",more,A,False,more stability in inner earth happens,mountain reduction
10,c1d4d7c2a5,111,"suppose less eggs hatch happens, how will it affect less fish.",INPARA_EFFECT,"Will fewer eggs hatching cause more fish, less fish, or have no effect?",more,A,True,less eggs hatch happens,fish abundance
10,c1d4d7c2a5,112,"suppose during snow days happens, how will it affect less evaporation.",EXOGENOUS_EFFECT,"Will snow days cause more evaporation, less evaporation, or have no effect?",more,A,True,during snow days happens,evaporation
10,c1d4d7c2a5,113,"suppose more weeds grow happens, how will it affect more space for plants occurs.",INPARA_EFFECT,"Will more weeds growing near the plants cause more available space for the plants, less available space for the plants, or have no effect?",less,B,False,more weeds grow happens,plant space expansion
10,c1d4d7c2a5,114,"suppose natural disaster caused the chambers to be interrupted happens, how will it affect lava is pushed out of the chambers onto the surface.",EXOGENOUS_EFFECT,"Will the interruption of magma chambers by a natural disaster cause more lava to erupt onto the surface, less lava to erupt onto the surface, or have no effect?",more,A,True,natural disaster caused the chambers to be interrupted happens,lava ejection onto surface
10,c1d4d7c2a5,115,"suppose less weeds occur happens, how will it affect more crops.",INPARA_EFFECT,"Will fewer weeds growing near the plants cause more crops to be produced, fewer crops to be produced, or have no effect?",more,A,True,less weeds occur happens,crop yield
10,c1d4d7c2a5,116,"suppose if the hydrogen bonds are damaged happens, how will it affect more dna stands are formed.",INPARA_EFFECT,"Will damage to hydrogen bonds cause more DNA strands to form, less DNA strands to form, or have no effect?",less,B,True,if the hydrogen bonds are damaged happens,dna stands formation
10,c1d4d7c2a5,117,"suppose frogspawn are taken by humans happens, how will it affect less frogs.",INPARA_EFFECT,"Will the removal of frogspawn by humans cause more frogs, less frogs, or have no effect?",more,A,True,frogspawn are taken by humans happens,frogs
10,c1d4d7c2a5,118,"suppose more animals that hunt frogs happens, how will it affect more frogs.",EXOGENOUS_EFFECT,"Will the introduction of more animals that hunt frogs cause more frogs, fewer frogs, or have no effect?",less,B,True,more animals that hunt frogs happens,frogs
10,c1d4d7c2a5,119,"suppose less magma rises to surface happens, how will it affect more igneous rock forming.",EXOGENOUS_EFFECT,"Will less magma rising to the surface cause more igneous rock to form, less igneous rock to form, or have no effect?",more,A,False,less magma rises to surface happens,igneous rock formation
10,c1d4d7c2a5,120,"suppose there are less volcanos happens, how will it affect smaller mountains.",INPARA_EFFECT,"Will fewer volcanic eruptions cause more smaller mountains, fewer smaller mountains, or have no effect?",more,A,False,there are less volcanos happens,smaller mountains
10,c1d4d7c2a5,121,"suppose liquid is heated less happens, how will it affect more molecules go into gaseous state.",INPARA_EFFECT,"Will heating the liquid less cause more molecules to enter the gaseous state, fewer molecules to enter the gaseous state, or have no effect?",less,B,True,liquid is heated less happens,molecular transition
10,c1d4d7c2a5,122,"suppose a shortage of bees happens, how will it affect less flowers being pollinated.",EXOGENOUS_EFFECT,"Will a bee shortage cause more flowers not being pollinated, fewer flowers not being pollinated, or have no effect?",more,A,False,a shortage of bees happens,pollination reduction
10,c1d4d7c2a5,123,"suppose rain causes more habitat happens, how will it affect more frogs.",EXOGENOUS_EFFECT,"Will increased rainfall, which creates more tadpole habitat, result in more frogs, fewer frogs, or have no effect?",less,B,True,rain causes more habitat happens,frogs
10,c1d4d7c2a5,124,"suppose less tadpole born happens, how will it affect more frogs.",INPARA_EFFECT,"Will a decrease in the number of tadpoles born cause the number of frogs to be more, less, or have no effect?",less,B,True,less tadpole born happens,frogs
10,c1d4d7c2a5,125,"suppose the liquid gets cooler happens, how will it affect molecules will more around at a slower pace.",INPARA_EFFECT,"Will the liquid becoming cooler cause more molecules to move at a slower pace, fewer molecules to move at a slower pace, or have no effect?",more,A,True,the liquid gets cooler happens,molecular pace reduction
10,c1d4d7c2a5,126,"suppose there are more earthquakes happens, how will it affect less igneous rock forming.",EXOGENOUS_EFFECT,"Will more earthquakes cause more igneous rock forming, less igneous rock forming, or have no effect?",less,B,False,"there are more earthquakes happens, how will it affect less igneous rock forming.",igneous rock formation
10,c1d4d7c2a5,127,"suppose less seeds are sown happens, how will it affect more crops.",INPARA_EFFECT,"Will sowing fewer seeds cause more crops, less crops, or have no effect?",less,B,True,less seeds are sown happens,crop yield
10,c1d4d7c2a5,128,"suppose more commercial fishing happens, how will it affect fewer fry become adult fish.",EXOGENOUS_EFFECT,"Will more commercial fishing cause more fry to become adult fish, fewer fry to become adult fish, or have no effect?",more,A,True,more commercial fishing happens,fry metamorphosis
10,c1d4d7c2a5,129,"suppose cattle feed prices fall happens, how will it affect less crops.",EXOGENOUS_EFFECT,"Will a decrease in cattle feed prices cause the farmer to plant more crops, fewer crops, or have no effect?",more,A,True,cattle feed prices fall happens,crop yield reduction
10,c1d4d7c2a5,130,"suppose less dna available happens, how will it affect hurting the dna to replicate properly.",INPARA_EFFECT,"Will a reduced amount of DNA available cause more hindrance to DNA replication, less hindrance, or have no effect?",more,A,True,less dna available happens,DNA replication failure
10,c1d4d7c2a5,131,"suppose the eggs are laid in a clean environment happens, how will it affect more fish.",EXOGENOUS_EFFECT,"Will laying the eggs in a clean environment cause more mature fish, fewer mature fish, or have no effect?",more,A,True,the eggs are laid in a clean environment happens,fish abundance
10,c1d4d7c2a5,132,"suppose more global warming causes less rain happens, how will it affect more crops.",EXOGENOUS_EFFECT,"Will increased global warming leading to less rain cause more crop growth, less crop growth, or have no effect?",less,B,True,more global warming causes less rain happens,crop yield
10,c1d4d7c2a5,133,"suppose the soil is poorer quality happens, how will it affect more crops.",INPARA_EFFECT,"Will poorer soil quality cause more crop yield, less crop yield, or have no effect?",less,B,True,the soil is poorer quality happens,crop yield
10,c1d4d7c2a5,134,"suppose the tadpole is healthy to grow happens, how will it affect less frogs.",EXOGENOUS_EFFECT,"Will a tadpole growing healthily cause more frogs, less frogs, or have no effect?",less,B,True,the tadpole is healthy to grow happens,frogs
10,c1d4d7c2a5,135,"suppose more rock is melted happens, how will it affect less magma is available to cool.",INPARA_EFFECT,"Will melting more rock cause more, less, or no effect on magma available to cool?",less,B,True,more rock is melted happens,magma availability
10,c1d4d7c2a5,136,"suppose less precipitation absorbed in the ground happens, how will it affect a more intense water cycle.",INPARA_EFFECT,"Will less precipitation being absorbed into the ground cause the water cycle to become more intense, less intense, or have no effect?",less,B,True,less precipitation absorbed in the ground happens,intense water cycle
10,c1d4d7c2a5,137,"suppose more fry become adult happens, how will it affect more fish.",INPARA_EFFECT,"Will more fry surviving to adulthood cause more fish, fewer fish, or have no effect?",more,A,True,more fry become adult happens,fish abundance
10,c1d4d7c2a5,138,"suppose the pressure is regular happens, how will it affect pressure builds up until it is released.",INPARA_EFFECT,"Will pressure occurring regularly cause more pressure buildup, less pressure buildup, or have no effect?",less,B,True,the pressure is regular happens,pressure buildup
10,c1d4d7c2a5,139,"suppose the liver breaks down more acids happens, how will it affect less waste being removed from the body.",INPARA_EFFECT,"Will the liver breaking down more acids cause more waste removed from the body, less waste removed from the body, or have no effect?",less,B,True,the liver breaks down more acids happens,waste elimination
10,c1d4d7c2a5,140,"suppose helix attaches to new strands happens, how will it affect helping the dna to replicate properly.",EXOGENOUS_EFFECT,"Will the helix attaching to new strands cause more proper DNA replication, less proper DNA replication, or have no effect?",more,A,True,helix attaches to new strands happens,DNA replication
10,c1d4d7c2a5,141,"suppose if the environment is appropriate for frogs and not hostile happens, how will it affect less tadpoles will survive.",EXOGENOUS_EFFECT,"Will a suitable and non-hostile environment cause more tadpoles to survive, less tadpoles to survive, or have no effect?",less,B,False,if the environment is appropriate for frogs and not hostile happens,tadpole survival rate
10,c1d4d7c2a5,142,"suppose liquid heated less happens, how will it affect molecules moves faster.",INPARA_EFFECT,"Will heating the liquid less cause more molecular movement speed, less molecular movement speed, or have no effect?",less,B,False,liquid heated less happens,molecule velocity
10,c1d4d7c2a5,143,"suppose there is more magma happens, how will it affect more igneous rock forming.",EXOGENOUS_EFFECT,"Will more magma rising to the surface cause more igneous rock to form, less igneous rock to form, or have no effect?",less,B,True,"there is more magma happens, how will it affect",igneous rock formation
10,c1d4d7c2a5,144,"suppose there are favourable conditions happens, how will it affect fewer eggs hatch.",EXOGENOUS_EFFECT,"Will favorable conditions cause more egg hatching, less egg hatching, or have no effect?",less,B,False,there are favourable conditions happens,egg hatching
10,c1d4d7c2a5,145,"suppose bee hives are closer to the flowers happens, how will it affect more bees reach flowers.",INPARA_EFFECT,"Will bee hives being closer to the flowers cause more bees to reach the flowers, less bees to reach the flowers, or have no effect?",more,A,True,bee hives are closer to the flowers happens,bee flower visitation
10,c1d4d7c2a5,146,"suppose an asteroid strike happens, how will it affect there are fewer crust upheavals.",EXOGENOUS_EFFECT,"Will an asteroid strike cause more crust upheaval, less crust upheaval, or have no effect?",less,B,False,an asteroid strike happens,crust upheavals
10,c1d4d7c2a5,147,"suppose ""more seeds arent fertilized"" happens, how will it affect seeds will be produced more often..",INPARA_EFFECT,"Will more seeds not being fertilized cause more seeds to be produced, fewer seeds to be produced, or have no effect?",less,B,True,more seeds arent fertilized,seed production frequency
10,c1d4d7c2a5,148,"suppose the crust has not moved happens, how will it affect larger mountains.",INPARA_EFFECT,"Will the crust not moving cause more formation of larger mountains, less formation of larger mountains, or have no effect?",less,B,False,the crust has not moved happens,mountain size
10,c1d4d7c2a5,149,"suppose sever drought in area happens, how will it affect less frogs result.",EXOGENOUS_EFFECT,"Will a severe drought in the area cause more frogs, fewer frogs, or have no effect?",more,A,True,sever drought in area happens,frogs abundance
10,c1d4d7c2a5,150,"suppose people eat less fish happens, how will it affect more fish.",EXOGENOUS_EFFECT,"Will people eating fewer fish cause more fish, fewer fish, or have no effect?",more,A,True,people eat less fish happens,fish abundance
10,c1d4d7c2a5,151,"suppose there is more fish that die early happens, how will it affect there will be more fish to spawn.",EXOGENOUS_EFFECT,"Will more fish dying early cause more fish available to spawn, less fish available to spawn, or have no effect?",less,B,True,there is more fish that die early happens,fish spawning
10,c1d4d7c2a5,152,"suppose frogs gene pool becomes more inbred and less hearty. happens, how will it affect more frogs will be more fertile.",INPARA_EFFECT,"Will a more inbred gene pool in the frog population cause more fertile frogs, fewer fertile frogs, or have no effect?",less,B,True,frogs gene pool becomes more inbred and less hearty.,frogs fertility increase
10,c1d4d7c2a5,153,"suppose during summer happens, how will it affect more water molecules less spacing.",EXOGENOUS_EFFECT,"Will increased heat during summer cause more spacing between water molecules, less spacing between water molecules, or have no effect?",less,B,True,"during summer happens, how will it affect more water molecules less spacing.",water molecule spacing
10,c1d4d7c2a5,154,"suppose tadpoles have a poor food supply happens, how will it affect tadpoles are faster in the water.",EXOGENOUS_EFFECT,"Will a poor food supply for tadpoles cause more rapid development, less rapid development, or have no effect?",more,A,False,tadpoles have a poor food supply happens,tadpole aquatic performance
10,c1d4d7c2a5,155,"suppose something is wrong and not working properly happens, how will it affect helping the dna to replicate properly.",EXOGENOUS_EFFECT,"Will a malfunction in the DNA replication process steps cause more successful replication, less successful replication, or have no effect?",less,B,True,something is wrong and not working properly happens,DNA replication
10,c1d4d7c2a5,156,"suppose tectonic plates are dormant happens, how will it affect smaller mountains.",INPARA_EFFECT,"Will tectonic plates becoming dormant cause more smaller mountains, fewer smaller mountains, or have no effect?",more,A,False,tectonic plates are dormant happens,smaller mountains
10,c1d4d7c2a5,157,"suppose there are more bees happens, how will it affect more flowers being pollinated.",INPARA_EFFECT,"Will an increase in the number of bees cause more flowers being pollinated, fewer flowers being pollinated, or have no effect?",more,A,False,"there are more bees happens, how will it affect",flower pollination
10,c1d4d7c2a5,158,"suppose an earthquake happened happens, how will it affect there is no plate movement.",EXOGENOUS_EFFECT,"Will an earthquake occurring cause more plate movement, less plate movement, or have no effect?",less,B,True,"an earthquake happened happens, how will it affect there is no plate movement.",plate movement absence
10,c1d4d7c2a5,159,"suppose more eggs hatch happens, how will it affect less tadpoles form into frogs.",INPARA_EFFECT,"Will more eggs hatching cause more formation of frogs from tadpoles, less formation of frogs from tadpoles, or have no effect?",less,B,True,more eggs hatch happens,tadpole metamorphosis
10,c1d4d7c2a5,160,"suppose the crust is pushed downward happens, how will it affect crust is pushed upward.",INPARA_EFFECT,"Will the crust being pushed downward cause more upward movement, less upward movement, or have no effect?",less,B,False,the crust is pushed downward happens,crust uplift
10,c1d4d7c2a5,161,"suppose you water the pumpkin more happens, how will it affect the pumpkin plant grows less.",INPARA_EFFECT,"Will watering the pumpkin plant more frequently cause it to grow more, less, or have no effect?",less,B,False,you water the pumpkin more happens,pumpkin plant growth reduction
10,c1d4d7c2a5,162,"suppose more pollen is transported happens, how will it affect more bees transport pollen.",INPARA_EFFECT,"Will an increase in transported pollen cause more, less, or have no effect on the number of bees transporting pollen?",more,A,True,more pollen is transported happens,bee pollen transport
10,c1d4d7c2a5,163,"suppose fish eat more frogs happens, how will it affect more tadpoles lose their tale.",EXOGENOUS_EFFECT,"Will fish eating more frog eggs cause more tadpoles to lose their tails, fewer tadpoles to lose their tails, or have no effect?",less,B,True,fish eat more frogs happens,tadpole metamorphosis
10,c1d4d7c2a5,164,"suppose dangerous unbalanced environment happens, how will it affect less frogs.",EXOGENOUS_EFFECT,"Will a dangerous environmental imbalance cause more frogs, fewer frogs, or have no effect?",more,A,True,dangerous unbalanced environment happens,frogs
10,c1d4d7c2a5,165,"suppose more land destruction happens, how will it affect more flowers being pollinated.",EXOGENOUS_EFFECT,"Will increased land destruction cause more flower pollination, less flower pollination, or have no effect?",less,B,True,more land destruction happens,flower pollination
10,c1d4d7c2a5,166,"suppose the temperature rises happens, how will it affect a more intense water cycle.",INPARA_EFFECT,"Will a rise in temperature cause more intensity in the water cycle, less intensity, or have no effect?",more,A,True,the temperature rises happens,intense water cycle
10,c1d4d7c2a5,167,"suppose good weather for frogs occur happens, how will it affect less frogs.",EXOGENOUS_EFFECT,"Will good weather cause more frogs, fewer frogs, or have no effect?",less,B,False,"good weather for frogs occur happens,",frogs
10,c1d4d7c2a5,168,"suppose if the moon orbits slower happens, how will it affect less solar eclipses.",INPARA_EFFECT,"Will a decrease in the moon's orbital speed cause more, less, or no effect on the frequency of solar eclipses?",less,B,True,if the moon orbits slower happens,solar eclipses
10,c1d4d7c2a5,169,"suppose the climate heats up happens, how will it affect a more intense water cycle.",EXOGENOUS_EFFECT,"Will the climate heating up cause more intense water cycles, less intense water cycles, or have no effect?",more,A,True,the climate heats up happens,intense water cycle
10,c1d4d7c2a5,170,"suppose water is not protected from high heat happens, how will it affect more vapor will form.",EXOGENOUS_EFFECT,"Will not protecting water from high heat cause more vapor, less vapor, or have no effect?",more,A,True,water is not protected from high heat happens,vapor formation
10,c1d4d7c2a5,171,"suppose fewer ocean predators happens, how will it affect more fry emerge.",EXOGENOUS_EFFECT,"Will fewer ocean predators cause more fry, fewer fry, or have no effect?",more,A,True,fewer ocean predators happens,fry emergence
10,c1d4d7c2a5,172,"suppose frogs are brought in on eggs in new boats happens, how will it affect with new genes.",EXOGENOUS_EFFECT,"Will introducing frogs with different genes to a new environment via boats cause more new genes in the frog population, fewer new genes in the frog population, or have no effect?",more,A,True,frogs are brought in on eggs in new boats happens,new gene expression
10,c1d4d7c2a5,173,"suppose fewer ocean predators happens, how will it affect fewer fry become adult fish.",EXOGENOUS_EFFECT,"Will fewer ocean predators cause more fry to become adult fish, fewer fry to become adult fish, or have no effect?",less,B,False,fewer ocean predators happens,fry metamorphosis
10,c1d4d7c2a5,174,"suppose there are more bees happens, how will it affect there are less flowers pollinated.",INPARA_EFFECT,"Will more bees cause more flowers pollinated, fewer flowers pollinated, or have no effect?",less,B,False,there are more bees happens,flower pollination
10,c1d4d7c2a5,175,"suppose there is good food supply for frogs happens, how will it affect more frogs.",EXOGENOUS_EFFECT,"Will a good food supply for tadpoles cause more frogs to develop, fewer frogs to develop, or have no effect?",more,A,True,there is good food supply for frogs happens,frogs
10,c1d4d7c2a5,176,"suppose some of the tadpoles are eaten happens, how will it affect more food will be needed.",EXOGENOUS_EFFECT,"Will some tadpoles being eaten cause more food needed, less food needed, or have no effect?",more,A,False,some of the tadpoles are eaten happens,food supply
10,c1d4d7c2a5,177,"suppose less tadpoles grow larger happens, how will it affect more frogs.",INPARA_EFFECT,"Will fewer tadpoles growing larger cause more frogs, fewer frogs, or have no effect?",more,A,False,less tadpoles grow larger happens,frogs
10,c1d4d7c2a5,178,"suppose more tadpoles occur happens, how will it affect less frogs.",INPARA_EFFECT,"Will an increase in tadpoles cause more frogs, fewer frogs, or have no effect?",less,B,False,more tadpoles occur happens,frogs
10,c1d4d7c2a5,179,"suppose there are not as many flowers happens, how will it affect more bees land on flowers.",INPARA_EFFECT,"Will a decrease in the number of flowers cause more, less, or no effect on bees landing on flowers?",less,B,True,there are not as many flowers happens,bee flower landing
10,c1d4d7c2a5,180,"suppose less frog eggs hatch happens, how will it affect less tadpoles break free.",INPARA_EFFECT,"Will fewer frog eggs hatching cause more tadpoles to break free, less tadpoles to break free, or have no effect?",more,A,True,less frog eggs hatch happens,tadpole emergence
10,c1d4d7c2a5,181,"suppose if the heat increases happens, how will it affect more water evaporates.",INPARA_EFFECT,"Will an increase in heat cause more water evaporation, less water evaporation, or have no effect?",more,A,True,if the heat increases happens,water evaporation
10,c1d4d7c2a5,182,"suppose humans might decrease in number happens, how will it affect fewer eggs hatch.",INPARA_EFFECT,"Will a decrease in the number of humans cause more eggs to hatch, fewer eggs to hatch, or have no effect?",less,B,False,humans might decrease in number happens,egg hatching
10,c1d4d7c2a5,183,"suppose there is less liquid present happens, how will it affect there will be fewer molecules to increase in energy.",EXOGENOUS_EFFECT,"Will having less liquid present cause more molecules to increase in energy, fewer molecules to increase in energy, or have no effect?",more,A,False,there is less liquid present happens,molecule energy increase
10,c1d4d7c2a5,184,"suppose more bees created happens, how will it affect less nectar created.",INPARA_EFFECT,"Will an increase in the bee population cause more nectar to be created, less nectar to be created, or have no effect?",less,B,False,more bees created happens,nectar production
10,c1d4d7c2a5,185,"suppose there are more bees happens, how will it affect more flowers being pollinated.",INPARA_EFFECT,"Will an increase in the number of bees cause more flowers to be pollinated, fewer flowers to be pollinated, or have no effect?",more,A,True,there are more bees happens,flower pollination
10,c1d4d7c2a5,186,"suppose during death happens, how will it affect less waste being removed from the body.",EXOGENOUS_EFFECT,"Will death occurring cause more waste to remain in the body, less waste to remain, or have no effect?",more,A,True,during death happens,waste elimination
10,c1d4d7c2a5,187,"suppose the soil is not fertile enough to grow a pumpkin happens, how will it affect there is no area to plant the seed.",EXOGENOUS_EFFECT,"Will soil not being fertile enough cause more area needed to plant seeds, less area needed, or have no effect?",more,A,False,the soil is not fertile enough to grow a pumpkin happens,seed planting area absence
10,c1d4d7c2a5,188,"suppose there is less tectonic activity happens, how will it affect smaller mountains.",INPARA_EFFECT,"Will less tectonic activity cause more smaller mountain formation, less smaller mountain formation, or have no effect?",less,B,True,there is less tectonic activity happens,smaller mountains
10,c1d4d7c2a5,189,"suppose there are heavy rains in the area happens, how will it affect a lower level of water gets evaporated.",INPARA_EFFECT,"Will heavy rains in the area cause more evaporation, less evaporation, or have no effect?",less,B,False,there are heavy rains in the area happens,water evaporation
10,c1d4d7c2a5,190,"suppose less tadpoles grow larger happens, how will it affect less tadpoles develop limbs.",EXOGENOUS_EFFECT,"Will fewer tadpoles growing larger cause more tadpoles developing limbs, fewer tadpoles developing limbs, or have no effect?",more,A,True,less tadpoles grow larger happens,tadpole limb development
10,c1d4d7c2a5,191,"suppose the lack of rain happens, how will it affect more/larger pumpkins.",EXOGENOUS_EFFECT,"Will a lack of rain cause more pumpkins, fewer pumpkins, or have no effect?",more,A,False,the lack of rain happens,larger pumpkins
10,c1d4d7c2a5,192,"suppose fish are infertile due to chemicals in the water happens, how will it affect more fish.",EXOGENOUS_EFFECT,"Will fish infertility due to chemicals in the water cause more, less, or no effect on the number of adult fish?",less,B,True,fish are infertile due to chemicals in the water happens,fish abundance
10,c1d4d7c2a5,193,"suppose the water was safe for the frog to lay eggs happens, how will it affect egg becomes a tadpole.",EXOGENOUS_EFFECT,"Will safe water for frogs to lay eggs cause more eggs to become tadpoles, fewer eggs to become tadpoles, or have no effect?",more,A,True,the water was safe for the frog to lay eggs happens,egg metamorphosis
10,c1d4d7c2a5,194,"suppose more frogs are able to lay eggs in the water happens, how will it affect more frogs.",INPARA_EFFECT,"Will more frogs laying eggs in the water cause more frogs, fewer frogs, or have no effect?",more,A,True,more frogs are able to lay eggs in the water happens,frogs
10,c1d4d7c2a5,195,"suppose if the hatched eggs are strong happens, how will it affect less frogs.",INPARA_EFFECT,"Will stronger hatched eggs cause more frogs, fewer frogs, or have no effect?",more,A,True,if the hatched eggs are strong happens,frogs
10,c1d4d7c2a5,196,"suppose the dna strand decides to replicate happens, how will it affect the cell replicates.",EXOGENOUS_EFFECT,"Will the DNA strand undergoing replication cause more cell replication, less cell replication, or have no effect?",more,A,True,the dna strand decides to replicate happens,cell replication
10,c1d4d7c2a5,197,"suppose more sunlight can reach the seeds happens, how will it affect less crops.",INPARA_EFFECT,"Will more sunlight reaching the seeds cause more crops, less crops, or have no effect?",less,B,False,more sunlight can reach the seeds happens,crop yield reduction
10,c1d4d7c2a5,198,"suppose more tadpoles loses their tail happens, how will it affect less tadpoles develop limbs.",INPARA_EFFECT,"Will more tadpoles losing their tails cause the number of tadpoles developing limbs to be more, less, or have no effect?",less,B,False,more tadpoles loses their tail happens,tadpole metamorphosis
10,c1d4d7c2a5,199,"suppose many bees die happens, how will it affect more flowers being pollinated.",EXOGENOUS_EFFECT,"Will the death of many bees cause more flower pollination, less flower pollination, or have no effect?",less,B,True,many bees die happens,flower pollination
10,c1d4d7c2a5,200,"suppose freeze icing over water tadpoles are in happens, how will it affect more tadpoles turn into young frog.",EXOGENOUS_EFFECT,"Will freezing the water that tadpoles are in cause more tadpoles to turn into young frogs, fewer tadpoles to turn into young frogs, or have no effect?",less,B,True,freeze icing over water tadpoles are in happens,tadpole metamorphosis
10,c1d4d7c2a5,201,"suppose more nucleotides happens, how will it affect less pairing of a-t and g-c.",INPARA_EFFECT,"Will the presence of more nucleotides during DNA replication cause more incorrect base pairing, less incorrect base pairing, or have no effect?",less,B,False,more nucleotides happens,a-t and g-c pairing
10,c1d4d7c2a5,202,"suppose more bees alive happens, how will it affect less flowers in evironment.",EXOGENOUS_EFFECT,"Will an increase in the bee population cause more flowers, fewer flowers, or have no effect on the number of flowers in the environment?",less,B,True,more bees alive happens,flower abundance
10,c1d4d7c2a5,203,"suppose weaker heat source happens, how will it affect molecules moves slower.",EXOGENOUS_EFFECT,"Will using a weaker heat source cause more reduction in molecular speed, less reduction, or have no effect?",more,A,False,weaker heat source happens,molecule velocity
10,c1d4d7c2a5,204,"suppose more global warming causes less rain happens, how will it affect less crops.",EXOGENOUS_EFFECT,"Will more global warming causing less rain result in more crops, fewer crops, or have no effect?",more,A,False,more global warming causes less rain happens,crop yield reduction
10,c1d4d7c2a5,205,"suppose more algae grows providing food for fish happens, how will it affect more fish.",INPARA_EFFECT,"Will an increase in algae growth cause more fish, fewer fish, or have no effect?",more,A,True,more algae grows providing food for fish happens,fish abundance
10,c1d4d7c2a5,206,"suppose more tadpoles grow happens, how will it affect more tadpoles turn into young frog.",INPARA_EFFECT,"Will an increase in the number of tadpoles that successfully grow cause more tadpoles to turn into young frogs, fewer tadpoles to turn into young frogs, or have no effect?",more,A,True,more tadpoles grow happens,tadpole metamorphosis
10,c1d4d7c2a5,207,"suppose the earth adjusts the plates without crashing happens, how will it affect larger mountains.",EXOGENOUS_EFFECT,"Will tectonic plates moving without collisions cause more formation of larger mountains, less formation of larger mountains, or have no effect?",less,B,False,the earth adjusts the plates without crashing happens,mountain size increase
10,c1d4d7c2a5,208,"suppose ""there is no magma under the earths surface"" happens, how will it affect the surface is stable.",EXOGENOUS_EFFECT,"Will the absence of magma beneath Earth's surface cause more stability, less stability, or have no effect?",more,A,True,there is no magma under the earths surface,surface stability
10,c1d4d7c2a5,209,"suppose fewer eggs are laid happens, how will it affect there will be more tadpoles.",INPARA_EFFECT,"Will fewer eggs being laid cause more tadpoles, fewer tadpoles, or have no effect?",less,B,True,fewer eggs are laid happens,tadpole population
10,c1d4d7c2a5,210,"suppose less water condenses happens, how will it affect a more intense water cycle.",INPARA_EFFECT,"Will less water condensing cause the intensity of the water cycle to be more, less, or have no effect?",less,B,True,less water condenses happens,intense water cycle
10,c1d4d7c2a5,211,"suppose the correct ratio of fertilizer is added to the field happens, how will it affect less crops.",EXOGENOUS_EFFECT,"Will adding the correct ratio of fertilizer cause more crop damage, less crop damage, or have no effect?",less,B,False,the correct ratio of fertilizer is added to the field happens,crop yield reduction
10,c1d4d7c2a5,212,"suppose pollen sticks to a flower happens, how will it affect less flowers being pollinated.",INPARA_EFFECT,"Will pollen sticking to a flower cause more flower pollination, less flower pollination, or have no effect?",less,B,False,pollen sticks to a flower happens,pollination reduction
